group	name	return_type	params	xml_func_index	handler_va	funcset	in_binary
Unit Orders	unit_attack_order	int_return	who who_attacker;unit_o unit_o;who who_attacked;object_o object_o	416	009f79e0	ScenarioFuncSet	yes
Unit Orders	unit_attack_to_order	int_return	who who;unit_o unit_o;x x;y y	417	009f7c40	ScenarioFuncSet	yes
Unit Orders	unit_clear_orders	int_return	who who;unit_o unit_o	414	009f77e0	ScenarioFuncSet	yes
Unit Orders	unit_explore_order	int_return	who who;unit_o unit_o;x x;y y	412	009f74c0	ScenarioFuncSet	yes
Unit Orders	unit_flee_order	int_return	who who;unit_o unit_o;x x;y y	413	009f7650	ScenarioFuncSet	yes
Unit Orders	unit_move_order	int_return	who who;unit_o unit_o;x x;y y	410	009f71a0	ScenarioFuncSet	yes
Unit Orders	unit_patrol_order	int_return	who who;unit_o unit_o;x x;y y	419	009f7fd0	ScenarioFuncSet	yes
Unit Orders	unit_stance_order	num	who who;object_o object_o;stance stance	453	009f9e50	ScenarioFuncSet	yes
Unit Orders	unit_stop_effect	int_return	who who;unit_o unit_o	415	009f7930	ScenarioFuncSet	yes
Unit Orders	unit_waypoint_order	int_return	who who;unit_o unit_o;x x;y y	411	009f7330	ScenarioFuncSet	yes
Unit Training	toggle_infinite_queue	int_return	who who;build_o build_o;bool bool_on_or_off	375	009f45e0	ScenarioFuncSet	yes
Unit Training	train_unit	int_return	who who;num num;unit_type unit_type	371	009f4030	ScenarioFuncSet	yes
Unit Training	train_unit_at	int_return	who who;num num;unit_type unit_type;build_o build_o	372	009f4190	ScenarioFuncSet	yes
Unit Training	train_unit_at_with_cost	int_return	who who;num num;unit_type unit_type;build_o build_o	374	009f4460	ScenarioFuncSet	yes
Unit Training	train_unit_with_cost	int_return	who who;num num;unit_type unit_type	373	009f42d0	ScenarioFuncSet	yes
Victory/Defeat	defeat	int_return	who who	367	009f3f50	ScenarioFuncSet	yes
Victory/Defeat	set_defeat_message	int_return	message message_defeat	370	009f4010	ScenarioFuncSet	yes
Victory/Defeat	set_victory_message	int_return	message message_victory	369	009f3ff0	ScenarioFuncSet	yes
Victory/Defeat	victory	int_return	who who	368	009f3fa0	ScenarioFuncSet	yes
Triggers	disable_all_triggers	void		603	00a04460	TriggerUtilFuncSet	yes
Triggers	enable_all_triggers	void		602	00a04440	TriggerUtilFuncSet	yes
Triggers	is_trigger_enabled	int_return	trigger trigger	604	00a04480	TriggerUtilFuncSet	yes
Utilities, Debugging	debug_break	int_return		624	-	-	NO
Utilities, Debugging	debug_print	void	any_value any_value	625	-	-	NO
Utilities, Math	absl_float	real	real real_num	612	00a043b0	MathUtilFuncSet	yes
Utilities, Math	absl_int	int_return	num num_value	613	00a043e0	MathUtilFuncSet	yes
Utilities, Math	acos	real	real real_num	609	00a04330	MathUtilFuncSet	yes
Utilities, Math	asin	real	real real_num	608	00a042f0	MathUtilFuncSet	yes
Utilities, Math	atan	real	real real_num	610	00a04360	MathUtilFuncSet	yes
Utilities, Math	cos	real	real real_num	606	00a04290	MathUtilFuncSet	yes
Utilities, Math	max_val	real	real real_num1;real real_num2	619	00a04420	MathUtilFuncSet	yes
Utilities, Math	min_val	real	real real_num1;real real_num2	618	00a04400	MathUtilFuncSet	yes
Utilities, Math	rand_get_seed	int_return		617	009e1930	MathUtilFuncSet	yes
Utilities, Math	rand_int	int_return	num num_min;num num_max	614	009e1890	MathUtilFuncSet	yes
Utilities, Math	rand_real	real		615	009e18b0	MathUtilFuncSet	yes
Utilities, Math	rand_seed	void	num num_new_seed	616	009e1900	MathUtilFuncSet	yes
Utilities, Math	sin	real	real real_num	605	00a04260	MathUtilFuncSet	yes
Utilities, Math	sqrt	real	real real_num	611	00a04390	MathUtilFuncSet	yes
Utilities, Math	tan	real	real real_num	607	00a042c0	MathUtilFuncSet	yes
Utilities, String	char_at	int_return	str str;num num_position	621	00a04660	StringUtilFuncSet	yes
Utilities, String	char_from_int	string	num num	622	00a04690	StringUtilFuncSet	yes
Utilities, String	length	int_return	str str	620	00a04650	StringUtilFuncSet	yes
Utilities, String	parse	string	string string;params params	623	00a04720	StringUtilFuncSet	yes
Utilities, System	call	int_return	script script;params params	597	-	-	NO
Utilities, System	is_int	int_return	any_value any_value	600	-	-	NO
Utilities, System	is_real	int_return	any_value any_value	601	-	-	NO
Utilities, System	is_script_loaded	int_return	script script	598	-	-	NO
Utilities, System	is_string	int_return	any_value any_value	599	-	-	NO
(not in scriptfunctions.xml)	active_unit_slot	?	?	-	009e3160	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	active_who	?	?	-	009e33e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	add	?	?	-	00a044a0,00a044e0	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	add_infiltrated	?	?	-	00a01950	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	add_new_func	?	?	-	009d4da0	ScriptFuncSet	infra
(not in scriptfunctions.xml)	add_unit	?	?	-	009e2220	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	bubble_text	?	?	-	009ff4f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	bubble_text_obj	?	?	-	009ff550	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	build_queue_percent_done	?	?	-	009f2840	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	call_func	?	?	-	009d5500	ScriptFuncSet	infra
(not in scriptfunctions.xml)	cast_spell	?	?	-	009e2140	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	check_ctw	?	?	-	009e2b80	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	check_xml_valid	?	?	-	009e20d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	citizen_to_militia	?	?	-	00a00010	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	clear	?	?	-	00a04640	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	clear_attrition_free_points	?	?	-	00a02b60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	close	?	?	-	00a03650	ScenarioFuncSet	infra
(not in scriptfunctions.xml)	create_game_group	?	?	-	009e1dc0,009e1f40	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	create_missile_and_target_build	?	?	-	009f4fd0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	create_missile_and_target_loc	?	?	-	009f5130	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_add_link	?	?	-	009e8090	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_add_objective	?	?	-	00a019e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_add_objective_text	?	?	-	00a01a20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_ai_launch_nukes	?	?	-	00a01b60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_ai_move_army	?	?	-	009e8a00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_ai_no_declare_war	?	?	-	00a02450	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_ai_set_attack	?	?	-	009e8b40	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_bonus_card_list	?	?	-	00a02130	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_build_nuke	?	?	-	00a01e70	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_buy_ally	?	?	-	009e6fe0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_buy_peace	?	?	-	009e6f50	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_buy_vassal	?	?	-	009e7080	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_buy_war	?	?	-	009e6ea0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_center_camera	?	?	-	009e8d80	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_change_objective_text	?	?	-	00a01a60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_clear_ai_no_declare_war	?	?	-	00a024f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_clear_bribes	?	?	-	00a02610	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_clear_objectives	?	?	-	00a01b40	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_clear_offer	?	?	-	009fca00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_colony_list	?	?	-	00a02360	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_custom_end_screen	?	?	-	009e8940	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_deal_accepted	?	?	-	009e7120	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_disable_espionage	?	?	-	00a020f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_disable_gunpowder	?	?	-	00a025d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_disable_nuke_building	?	?	-	00a02050	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_disable_piece_moves	?	?	-	009e8e10	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_enable_espionage	?	?	-	00a02110	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_enable_gunpowder	?	?	-	00a02590	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_enable_nuke_building	?	?	-	00a02070	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_enable_piece_moves	?	?	-	009e8e40	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_game_over	?	?	-	004ce890,009e88d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_active_tribes	?	?	-	009e8530	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_card_value	?	?	-	009e7240	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_colony_tribute	?	?	-	009e8040	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_colony_value	?	?	-	009e73e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_master	?	?	-	009e6a70	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_nation_capital	?	?	-	009e87b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_nuke_cost	?	?	-	00a01f60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_num_allies	?	?	-	009e8880	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_num_campaign_turns	?	?	-	009e8340	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_player_nation	?	?	-	009e8730	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_get_territory_value	?	?	-	009e71f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_give_army	?	?	-	009e7730	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_give_colony	?	?	-	009e7f80	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_give_territory	?	?	-	009e7f00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_hide_supply_depots	?	?	-	009e89e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_is_ally	?	?	-	009e6940	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_is_defeated	?	?	-	009e6b10	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_is_peace	?	?	-	009e69b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_is_vassal	?	?	-	009e6a30	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_is_war	?	?	-	009e68d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_last_battle_victory	?	?	-	009e89a0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_num_adjacent_territories	?	?	-	009e85e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_objective_complete	?	?	-	00a01b00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_play_objective_sound	?	?	-	00a01ae0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_reinforcements_arrived	?	?	-	009e8d20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_reject_bribes	?	?	-	009e8ca0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_remove_all_armies	?	?	-	009e78f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_remove_army	?	?	-	009e7810	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_remove_colony	?	?	-	009e7ff0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_remove_nuke	?	?	-	00a01e20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_remove_objective	?	?	-	00a01b20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_ally	?	?	-	009e6d00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_deal_accepted	?	?	-	009e7170	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_leader_name	?	?	-	009e8cc0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_objective_loc	?	?	-	00a01aa0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_objective_sound	?	?	-	00a01a80	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_peace	?	?	-	009e6c30	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_sub_goals	?	?	-	00a02550	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_vassal	?	?	-	009e6dd0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_set_war	?	?	-	009e6b60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_show_supply_depots	?	?	-	009e89c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_territory_captured	?	?	-	009e8370,009e8430	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_territory_has_army	?	?	-	009e7980	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_territory_link	?	?	-	009e81f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_territory_list	?	?	-	00a02230	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	ctw_territory_sea_link	?	?	-	009e8260	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	default_group	?	?	-	004ce990	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_building_attrition	?	?	-	00a029c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_give_attrition	?	?	-	00a02940	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_strategic_rares	?	?	-	009e79d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_take_attrition	?	?	-	00a028c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_type_by_tribe	?	?	-	00a006a0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	disable_unit_transport	?	?	-	009f30f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_building_attrition	?	?	-	00a02980	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_give_attrition	?	?	-	00a02900	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_strategic_rares	?	?	-	009e7a20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_take_attrition	?	?	-	00a02880	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_type_by_tribe	?	?	-	00a009a0,00a00ca0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_type_by_tribe_with_type_name	?	?	-	00a00d90,00a01090	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	enable_unit_transport	?	?	-	009f3140	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	find	?	?	-	00a04610	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	find_build_at_city_using_type_name	?	?	-	009ecaf0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	find_build_with_type_name	?	?	-	009ec310	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	find_objects	?	?	-	009e2a80	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	find_resource	?	?	-	00a015d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	find_unit_upgrade	?	?	-	009ec080	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_age	?	?	-	009e67d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_bonus_cap	?	?	-	009fbdf0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_city_display_name	?	?	-	009efe00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_city_index	?	?	-	009e2ba0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_city_name	?	?	-	009efd00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_colony_owner	?	?	-	009e65c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_commerce_cap	?	?	-	009fbcc0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_ctw_campaign	?	?	-	009e82d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_defcon_level	?	?	-	00a020e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_err_return	?	?	-	009d41d0	ScriptFuncSet	infra
(not in scriptfunctions.xml)	get_iface_rect	?	?	-	009e27e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_last_building_built	?	?	-	009e9ab0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_last_razed_building	?	?	-	009f2980	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_last_unit_built	?	?	-	009e9a70	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_nation_income	?	?	-	009e7c50	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_neutral_attrition	?	?	-	00a02a60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_active_nations	?	?	-	009e7480	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_ally	?	?	-	009e67e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_nukes	?	?	-	00a01fa0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_peace	?	?	-	009e6830	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_territories	?	?	-	009e6770	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_tribute	?	?	-	009e7430	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_num_war	?	?	-	009e6880	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_param	?	?	-	009d43e0	ScriptFuncSet	infra
(not in scriptfunctions.xml)	get_percent_explored	?	?	-	009e4af0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_plunder_scale	?	?	-	009e54a0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_stance	?	?	-	009e2c40	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_territory_income	?	?	-	009e7d20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_territory_owner	?	?	-	004ce8c0,009e64d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_territory_strength	?	?	-	009e7d90	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_territory_turns_held	?	?	-	009e7e50	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_total_nukes	?	?	-	00a01fe0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_turn	?	?	-	009e67c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_type_index	?	?	-	00a03480	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	get_unit_cat	?	?	-	009e3060	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	give_bonus_card	?	?	-	009e7510	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	give_ctw_tribute	?	?	-	009e76e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	give_player_bonus_card	?	?	-	009e74e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	give_player_ctw_tribute	?	?	-	009e7680	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	group_garrison_order	?	?	-	004cdf30,004cdfa0,009fa780,009fb380	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	group_patrol_order_queue	?	?	-	004ce0f0,009fa630,009fb250	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	has_rare_resource	?	?	-	009ea050	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	init	?	?	-	00a03c30	ScenarioFuncSet	infra
(not in scriptfunctions.xml)	init_funcs	?	?	-	009c6ef0,009c7040,009c7220,009c7290,009c7570	StringUtilFuncSet	infra
(not in scriptfunctions.xml)	init_set	?	?	-	009d45c0	ScriptFuncSet	infra
(not in scriptfunctions.xml)	insert	?	?	-	00a045b0	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	is_human	?	?	-	009e5dc0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	is_infiltrated_by	?	?	-	009f91f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	is_seen	?	?	-	009e49b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	make_alliance	?	?	-	009fbf90	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	militia_to_citizen	?	?	-	00a000c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_ai_players	?	?	-	009e5eb0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_city_buildings_using_type_name	?	?	-	009f01e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_decoys	?	?	-	009e9dc0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_good_collected	?	?	-	009e97d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_human_players	?	?	-	009e5e70	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_players	?	?	-	009e5df0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	num_rare_resources	?	?	-	00a004b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	object_ignore_orders	?	?	-	00a01850	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	object_obey_orders	?	?	-	00a018d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	print	?	?	-	00a048d0	StringUtilFuncSet	infra
(not in scriptfunctions.xml)	print_line	?	?	-	00a04950	StringUtilFuncSet	infra
(not in scriptfunctions.xml)	rect_valid	?	?	-	009e27c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	remove	?	?	-	00a04540	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	remove_index	?	?	-	00a04580	ArrayUtilFuncSet	infra
(not in scriptfunctions.xml)	remove_infiltrated	?	?	-	009f9260,009f9300	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	rename_city	?	?	-	009effc0,009f00d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	rename_type	?	?	-	009ea6c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	resource_position_x	?	?	-	00a016b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	resource_position_y	?	?	-	00a01700	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	scout_counter_intel	?	?	-	00a00170	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_age_diff_penalty	?	?	-	00a01520	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_attrition_free_point	?	?	-	00a02aa0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_bonus_cap	?	?	-	009fbd60	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_capital	?	?	-	00a00220	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_contact	?	?	-	009fcde0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_defcon_level	?	?	-	00a02090	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_explored_show_buildings	?	?	-	00a03300	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_neutral_attrition	?	?	-	00a02a00	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_no_attack	?	?	-	009e7a70,009e7aa0,009e7ac0,009e7ae0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_object_type_armor	?	?	-	009f5fb0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_object_type_attack	?	?	-	009f6170	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_object_type_max_range	?	?	-	009f6330	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_object_type_min_range	?	?	-	009f64f0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_player_no_negotiate	?	?	-	009e7c20	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_plunder_scale	?	?	-	009e5450	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_preq	?	?	-	00a01180,00a01230,00a01370	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_rally	?	?	-	009f2020	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_territory_display_name	?	?	-	009e7ea0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_territory_strength	?	?	-	009e7de0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_type_job_time	?	?	-	009ea880	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_type_line_of_sight	?	?	-	00a00550	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	set_unit_type_speed	?	?	-	009f66b0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	show_notice	?	?	-	00a02740	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	sort_element_list	?	?	-	00a02bb0	ScenarioFuncSet	infra
(not in scriptfunctions.xml)	special_forces_counterintel	?	?	-	009f9040	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	unit_eject_order	?	?	-	009f84e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	unit_garrison_order	?	?	-	004ce730,009f8380	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	unit_ignore_orders	?	?	-	00a01750	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	unit_obey_orders	?	?	-	00a017d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	unit_patrol_order_queue	?	?	-	009f81d0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_build_o	?	?	-	009e3300	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_object_o	?	?	-	009e32a0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_object_slot	?	?	-	009e3240	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_unit_o	?	?	-	009e3360	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_unit_slot	?	?	-	009e31e0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	valid_who	?	?	-	009e33c0	ScenarioFuncSet	yes
(not in scriptfunctions.xml)	validate_func	?	?	-	0041c170	ScriptFuncSet	infra
(not in scriptfunctions.xml)	validate_param	?	?	-	009d41c0,009e3410	ScriptFuncSet	infra
