va	kind	off	aliases	symbol	type	mentions	docs
0x00949fd0	PROC	+0	1	CommandPackage::process_begin	int CommandPackage::(BeginComman...	1	replay-stream.md
0x0094a0c0	PROC	+0	1	CommandPackage::process_group	int CommandPackage::(GroupComman...	2	replay-io.md,replay-stream.md
0x0094a700	PROC	+0	1	CommandPackage::process	int CommandPackage::(Command*)	15	provenance-ledger.md,replay-checksum.md,replay-format.md,replay-io.md,replay-stream.md
0x0094b7c0	PROC	+0	1	CommandPackage::log_data	void CommandPackage::(Log*)	4	AUDIT-replay.md,provenance-ledger.md,replay-io.md
0x0094c500	PROC	+0	1	CommandPackage::process_all	void CommandPackage::()	12	AUDIT-replay.md,provenance-ledger.md,replay-checksum.md,replay-stream.md
0x0094c5a2	PROC	+162	1	CommandPackage::process_all	void CommandPackage::()	3	AUDIT-replay.md,provenance-ledger.md
0x0094c5e0	PROC	+224	1	CommandPackage::process_all	void CommandPackage::()	2	AUDIT-replay.md
0x0094c651	PROC	+337	1	CommandPackage::process_all	void CommandPackage::()	1	AUDIT-replay.md
0x0094c690	PROC	+400	1	CommandPackage::process_all	void CommandPackage::()	1	AUDIT-replay.md
0x0094c6a4	PROC	+420	1	CommandPackage::process_all	void CommandPackage::()	2	AUDIT-replay.md
0x00952920	PROC	+0	1	RecordGame::select_file	String RecordGame::()	1	replay-io.md
0x00952990	PROC	+0	1	RecordGame::write_ctw_header	void RecordGame::()	2	replay-io.md
0x00952a50	PROC	+0	1	RecordGame::write_header	void RecordGame::()	3	replay-io.md
0x00952b40	PROC	+0	1	RecordGame::finalize	void RecordGame::(int)	6	provenance-ledger.md,replay-io.md
0x00952c7b	PROC	+315	1	RecordGame::finalize	void RecordGame::(int)	1	replay-io.md
0x00952d30	PROC	+496	1	RecordGame::finalize	void RecordGame::(int)	1	replay-io.md
0x00952d90	PROC	+0	1	RecordGame::read_package	int RecordGame::(CommandPackage*...	8	AUDIT-replay.md,provenance-ledger.md,replay-io.md
0x00952e2d	PROC	+157	1	RecordGame::read_package	int RecordGame::(CommandPackage*...	1	AUDIT-replay.md
0x00952e74	PROC	+228	1	RecordGame::read_package	int RecordGame::(CommandPackage*...	1	AUDIT-replay.md
0x00952fb0	PROC	+0	1	RecordGame::write_package	void RecordGame::(const CommandP...	11	AUDIT-replay.md,provenance-ledger.md,replay-io.md
0x00952fb3	PROC	+3	1	RecordGame::write_package	void RecordGame::(const CommandP...	2	AUDIT-replay.md,provenance-ledger.md
0x00953120	PROC	+0	1	RecordGame::flush	void RecordGame::()	1	replay-io.md
0x00953160	PROC	+0	1	RecordGame::fill_game_info	void RecordGame::()	1	replay-io.md
0x009533e0	PROC	+0	1	RecordGame::read_random_game_info	void RecordGame::()	2	replay-io.md
0x009534e0	PROC	+0	1	RecordGame::write_random_game_info	void RecordGame::()	2	replay-io.md
0x00953610	PROC	+0	1	RecordGame::read_rules	void RecordGame::()	2	replay-io.md
0x00953630	PROC	+0	1	RecordGame::write_rules	void RecordGame::()	2	replay-io.md
0x009536f0	PROC	+0	1	RecordGame::read_ctw_header	void RecordGame::()	1	replay-io.md
0x00953710	PROC	+0	1	RecordGame::read_header	int RecordGame::()	2	replay-io.md
0x009537a0	PROC	+0	1	RecordGame::init_record	int RecordGame::()	3	replay-io.md
0x00953990	PROC	+0	1	RecordGame::close	void RecordGame::()	3	replay-io.md
0x00956cc0	PROC	+0	1	TurnControl::log_data	void TurnControl::(Log*)	1	pdb-types.md
0x009598b0	PROC	+0	1	DropControl::process_drops	void DropControl::()	1	replay-io.md
0x0095d840	PROC	+0	1	GameSpy::process_quickmatch	void GameSpy::()	1	rng.md
0x00960000	PROC	+96	1	GameSpy::check_steam_command_line	int GameSpy::(const String&)	4	live-tables.md,provenance-ledger.md
0x009636d1	PROC	+2657	1	GameSpy::UpdateLobbyFromDTO	void GameSpy::(LobbyManager*, co...	1	rng.md
0x0097d770	PROC	+0	1	JukeBox::init	int JukeBox::()	1	rng.md
0x00997ad0	PROC	+0	1	ScenarioData::walk_data	void ScenarioData::(DataWalk*)	2	checksum.md,replay-checksum.md
0x009a0950	PROC	+0	1	ScenarioEditor::generate_map	int ScenarioEditor::(int)	1	rng.md
0x009a19d0	PROC	+0	1	ScenarioEditor::init_terrain	void ScenarioEditor::(unsigned c...	1	rng.md
0x009c41a0	PROC	+0	1	RunTimeEnv::walk_data	void RunTimeEnv::(DataWalk*)	2	checksum.md,replay-checksum.md
0x009e1890	PROC	+0	1	MathUtilFuncSet::rand_int	int MathUtilFuncSet::(const int&...	6	AUDIT.md,provenance-ledger.md,rng.md
0x009e18b0	PROC	+0	1	MathUtilFuncSet::rand_real	float MathUtilFuncSet::()	1	rng.md
0x009e1900	PROC	+0	1	MathUtilFuncSet::rand_seed	void MathUtilFuncSet::(const int...	1	rng.md
0x009e190c	PROC	+12	1	MathUtilFuncSet::rand_seed	void MathUtilFuncSet::(const int...	1	rng.md
0x009e1930	PROC	+0	1	MathUtilFuncSet::rand_get_seed	int MathUtilFuncSet::()	1	rng.md
0x009e1937	PROC	+7	1	MathUtilFuncSet::rand_get_seed	int MathUtilFuncSet::()	1	rng.md
0x009e59e1	PROC	+129	1	ScenarioFuncSet::switch_player_control	int ScenarioFuncSet::(const int&...	1	rng.md
0x00a15fc0	PROC	+0	1	String::convert_int	int String::(const wchar_t*, int...	4	economy.md,provenance-ledger.md
0x00a16010	PROC	+80	1	String::convert_int	int String::(const wchar_t*, int...	1	economy.md
0x00a1b2d0	PROC	+0	1	String::walk_data	void String::(DataWalk*)	2	replay-io.md
0x00a1b6b0	PROC	+0	1	String::generate_hash	unsigned long String::(const wch...	2	replay-io.md
0x00a1cf40	PROC	+0	1	String::close	void String::()	1	economy.md
0x00a1d110	PROC	+0	1	String::fraction	int String::(int)	17	AUDIT.md,GOAL.md,README-LLM.md,economy.md,pdb-types.md,provenance-ledger.md,sim-economy.md
0x00a1d163	PROC	+83	1	String::fraction	int String::(int)	1	AUDIT.md
0x00a1d16b	PROC	+91	1	String::fraction	int String::(int)	1	AUDIT.md
0x00a1d180	PROC	+0	1	String::operator+=	String& String::(int)	1	economy.md
0x00a1d210	PROC	+0	1	String::number	int String::(int)	4	economy.md,provenance-ledger.md
0x00a27900	PROC	+0	1	XMLElement::get_attrib	String XMLElement::(const String...	1	economy.md
0x00a2cc10	PROC	+0	1	File::write	int File::(const void*, int)	1	replay-io.md
0x00a2dc70	PROC	+0	1	File::close	void File::()	1	replay-io.md
0x00a2dcd0	PROC	+0	1	File::open	Liberr File::(const String&, int...	1	replay-io.md
0x00a2e880	PROC	+0	1	SyncLogger::reportSettingsAndOptions	void SyncLogger::()	3	checksum.md,provenance-ledger.md
0x00a2f580	PROC	+0	1	SyncLogger::writeToFileAndReset	void SyncLogger::(std::vector<Sk...	3	checksum.md
0x00a30080	PROC	+0	1	SyncLogger::setupWithConfigSettings	void SyncLogger::()	7	checksum.md,provenance-ledger.md,replay-checksum.md
0x00a301d6	PROC	+342	1	SyncLogger::setupWithConfigSettings	void SyncLogger::()	1	replay-checksum.md
0x00a30206	PROC	+390	1	SyncLogger::setupWithConfigSettings	void SyncLogger::()	1	replay-checksum.md
0x00a30327	PROC	+679	1	SyncLogger::setupWithConfigSettings	void SyncLogger::()	1	checksum.md
0x00a3566c	PROC	+876	1	ModPackage::calculateSteamTags	void ModPackage::()	1	combat.md
0x00a39cf0	PROC	+0	1	Random::get	float Random::()	16	AUDIT.md,README-LLM.md,pdb-types.md,provenance-ledger.md,replay-io.md,rng.md
0x00a39d30	PROC	+0	1	Random::reseed	unsigned long Random::(unsigned ...	4	README-LLM.md,provenance-ledger.md,rng.md
0x00a39d40	PROC	+0	1	random	int (int, int)	3	README-LLM.md,provenance-ledger.md,rng.md
0x00a39d50	PROC	+0	1	Random::Random	void Random::()	1	rng.md
0x00a39d60	PROC	+0	1	Random::~Random	void Random::()	1	rng.md
0x00a39d70	PROC	+0	1	Random::get	int Random::(int, int)	19	AUDIT-replay.md,AUDIT.md,README-LLM.md,pathfinding.md,pdb-types.md,provenance-ledger.md,replay-stream.md,rng.md
0x00a39df0	PROC	+128	1	Random::get	int Random::(int, int)	1	pathfinding.md
0x00a39e83	PROC	+275	1	Random::get	int Random::(int, int)	1	AUDIT.md
0x00a39ea5	PROC	+309	1	Random::get	int Random::(int, int)	3	AUDIT-replay.md,rng.md
0x00a39ec0	PROC	+336	1	Random::get	int Random::(int, int)	1	AUDIT.md
0x00a46830	PROC	+0	1	adler32	unsigned long (unsigned long, co...	13	AUDIT.md,README-LLM.md,checksum.md,pdb-types.md,provenance-ledger.md
0x00ab4dd0	PROC	+0	1	`dynamic atexit destructor for 'game_random''	void ()	2	rng.md
0x00abde30	PROC	+0	1	`dynamic atexit destructor for 'SoundGlobal::random''	void ()	1	rng.md
0x00abde40	PROC	+0	1	`dynamic atexit destructor for 'SoundType::random''	void ()	1	rng.md
0x00ac0b90	PROC	+0	1	`dynamic atexit destructor for 'internal_random''	void ()	1	rng.md
0x00ac5000	PUB	+0	1	__imp__RegOpenKeyExA@20		1	replay-io.md
0x00ac5434	PUB	+0	1	__imp__wcschr		2	economy.md,provenance-ledger.md
0x00ac54ac	PUB	+0	1	__imp___wtoi		3	economy.md,provenance-ledger.md,sim-economy.md
0x00ac5518	PUB	+0	1	__imp___libm_sse2_acos_precise		1	pathfinding.md
0x00ac551c	PUB	+0	1	__imp___libm_sse2_asin_precise		1	pathfinding.md
0x00ac5520	PUB	+0	1	__imp___libm_sse2_atan_precise		1	pathfinding.md
0x00ac5524	PUB	+0	1	__imp___libm_sse2_cos_precise		1	pathfinding.md
0x00ac5528	PUB	+0	1	__imp___libm_sse2_pow_precise		1	pathfinding.md
0x00ac552c	PUB	+0	1	__imp___libm_sse2_sin_precise		1	pathfinding.md
0x00ac5530	PUB	+0	1	__imp___libm_sse2_sqrt_precise		1	pathfinding.md
0x00ac5534	PUB	+0	1	__imp___libm_sse2_tan_precise		1	pathfinding.md
0x00ac5690	PUB	+0	1	__imp__towlower		1	replay-io.md
0x00ac80fc	NEAR	+3899	1	char cNUMERIC_GROUP_SEPARATOR		1	replay-stream.md
0x00ac81e8	NONE	+0	0			1	replay-stream.md
0x00ad1190	NEAR	+2736	1	public: static class VTUNEProfile &MiscAccess::vtune_profile		1	replay-io.md
0x00ad1ae0	NONE	+0	0			1	economy.md
0x00ad5d98	NONE	+0	0			1	checksum.md
0x00ad5e14	NONE	+0	0			1	checksum.md
0x00ad5e98	NONE	+0	0			1	checksum.md
0x00ad6c34	NONE	+0	0			1	checksum.md
0x00ad8d4c	NONE	+0	0			1	checksum.md
0x00ad8d68	NONE	+0	0			1	checksum.md
0x00ad8da0	NONE	+0	0			1	checksum.md
0x00adc400	PUB	+0	1	int const *const move_y		1	pathfinding.md
0x00adcaf0	PUB	+0	1	int const *const move_x		1	pathfinding.md
0x00add1d4	NEAR	+1764	1	int const *const move_x		1	pathfinding.md
0x00add224	PUB	+20	1	int const *const orthog_y		1	pathfinding.md
0x00add238	NEAR	+40	1	int const *const orthog_y		1	pathfinding.md
0x00add264	PUB	+20	1	int const *const orthog_x		1	pathfinding.md
0x00add278	NEAR	+40	1	int const *const orthog_x		1	pathfinding.md
0x00add284	NEAR	+52	1	int const *const orthog_x		1	pathfinding.md
0x00add2c0	PUB	+16	1	int const *const corner_box_y		1	pathfinding.md
0x00add2d0	PUB	+32	1	int const *const corner_box_y		1	pathfinding.md
0x00add2e0	NEAR	+48	1	int const *const corner_box_y		1	pathfinding.md
0x00add2f0	NEAR	+64	1	int const *const corner_box_y		1	pathfinding.md
0x00add350	NEAR	+160	1	int const *const corner_box_y		1	pathfinding.md
0x00add368	NEAR	+184	1	int const *const corner_box_y		1	pathfinding.md
0x00add370	NEAR	+192	1	int const *const corner_box_y		1	pathfinding.md
0x00add3a4	NEAR	+244	1	int const *const corner_box_y		1	pathfinding.md
0x00ae6b04	NONE	+0	0			1	replay-io.md
0x00ae6b90	NONE	+0	0			1	replay-io.md
0x00ae6b91	NONE	+0	0			1	replay-io.md
0x00ae6c10	NONE	+0	0			1	replay-io.md
0x00ae705c	NONE	+0	0			2	replay-io.md
0x00af6894	NONE	+0	0			1	checksum.md
0x00af6a10	NONE	+0	0			1	checksum.md
0x00af6ac8	NONE	+0	0			1	checksum.md
0x00af6adc	NONE	+0	0			1	checksum.md
0x00af6af0	NONE	+0	0			1	checksum.md
0x00af7008	NONE	+0	0			1	replay-io.md
0x00af7120	NONE	+0	0			1	checksum.md
0x00af7210	NONE	+0	0			3	AUDIT-replay.md,checksum.md
0x00af7318	NONE	+0	0			1	checksum.md
0x00af73c6	NONE	+0	0			2	replay-io.md
0x00af75a6	NONE	+0	0			1	replay-io.md
0x00af76b8	NONE	+0	0			2	replay-io.md
0x00af7718	NONE	+0	0			2	replay-io.md
0x00af7738	NONE	+0	0			2	replay-io.md
0x00af7974	NONE	+0	0			1	replay-io.md
0x00af7c00	NONE	+0	0			1	replay-io.md
0x00af7ca0	NONE	+0	0			2	replay-stream.md
0x00af7d20	NONE	+0	0			1	replay-io.md
0x00af7f28	NONE	+0	0			1	checksum.md
0x00af9398	NONE	+0	0			1	replay-io.md
0x00afa720	NONE	+0	0			2	checksum.md,replay-io.md
0x00afa8c0	NONE	+0	0			1	replay-io.md
0x00afba70	NONE	+0	0			1	replay-checksum.md
0x00afbc00	NONE	+0	0			1	replay-stream.md
0x00afbe40	NONE	+0	0			1	replay-stream.md
0x00afc438	NONE	+0	0			1	replay-io.md
0x00afc61c	NEAR	+376	1	public: static int *TurnControl::timings		1	replay-io.md
0x00afc63c	NEAR	+408	1	public: static int *TurnControl::timings		1	replay-io.md
0x00afc6d8	NEAR	+564	1	public: static int *TurnControl::timings		1	replay-io.md
0x00b14500	NONE	+0	0			1	replay-io.md
0x00b179c0	NONE	+0	0			1	checksum.md
0x00b179e8	NONE	+0	0			1	checksum.md
0x00b17a1c	NONE	+0	0			1	checksum.md
0x00b17a3c	NONE	+0	0			1	checksum.md
0x00b17a58	NONE	+0	0			1	checksum.md
0x00b17a80	NONE	+0	0			1	checksum.md
0x00b17a9c	NONE	+0	0			1	checksum.md
0x00b17adc	NONE	+0	0			1	checksum.md
0x00b17b08	NONE	+0	0			1	replay-stream.md
0x00b17b44	NONE	+0	0			1	checksum.md
0x00b17b60	NONE	+0	0			1	checksum.md
0x00b17b90	NONE	+0	0			1	checksum.md
0x00b17d78	NONE	+0	0			1	replay-stream.md
0x00b18090	NONE	+0	0			1	checksum.md
0x00b18204	NONE	+0	0			2	checksum.md,replay-stream.md
0x00b18224	NONE	+0	0			1	checksum.md
0x00b18270	NONE	+0	0			1	checksum.md
0x00b18294	NONE	+0	0			1	checksum.md
0x00b182dc	NONE	+0	0			1	checksum.md
0x00b18538	NONE	+0	0			1	checksum.md
0x00b18680	NONE	+0	0			1	checksum.md
0x00b1871c	NONE	+0	0			1	checksum.md
0x00b18c34	NEAR	+528	1	wchar_t const *LOBBY_DATA_KEY_START_LOGGING_ON_WORLDTIMEMS		1	checksum.md
0x00b18ccc	NEAR	+680	1	wchar_t const *LOBBY_DATA_KEY_START_LOGGING_ON_WORLDTIMEMS		1	checksum.md
0x00b18cf0	NEAR	+716	1	wchar_t const *LOBBY_DATA_KEY_START_LOGGING_ON_WORLDTIMEMS		1	checksum.md
0x00b1a840	NONE	+0	0			1	pathfinding.md
0x00b24798	PUB	+0	1	const Spline::`vftable'		1	economy.md
0x00b2bcd8	PUB	+0	1	const DataWalk::`vftable'		6	AUDIT.md,checksum.md,pdb-types.md,replay-io.md
0x00b2bd00	PUB	+0	1	const SyncDisplay::`vftable'{for `ImageIO'}		1	checksum.md
0x00b2d4f8	PUB	+0	1	const ConquestSaveGame::`vftable'		1	checksum.md
0x00b30c88	PUB	+0	1	const LoadGame::`vftable'		3	checksum.md,pdb-types.md,replay-io.md
0x00b32c20	PUB	+0	1	const SyncDisplay::`vftable'		1	checksum.md
0x00b35ac4	PUB	+0	1	const SaveGame::`vftable'		3	checksum.md,pdb-types.md,replay-io.md
0x00b38b94	PUB	+0	1	const SyncDisplay::`vftable'{for `BufferBase'}		1	checksum.md
0x00b39158	PUB	+0	1	const GameLog::`vftable'		1	economy.md
0x00b3f920	PUB	+0	1	const CheckSum::`vftable'		5	AUDIT.md,checksum.md,pdb-types.md
0x00b41fd4	PUB	+0	1	const UnitType::`vftable'{for `Type'}		2	live-tables.md
0x00b42174	PUB	+0	1	const Build::`vftable'		1	damage-port.md
0x00b42b94	PUB	+0	1	const BuildType::`vftable'{for `Type'}		1	live-tables.md
0x00b43aac	PUB	+0	1	const ObjectType::`vftable'{for `Type'}		1	live-tables.md
0x00b43da4	PUB	+0	1	const TypeOut::`vftable'		1	checksum.md
0x00b44384	PUB	+0	1	const BonusType::`vftable'		1	live-tables.md
0x00b4456c	PUB	+0	1	const TechType::`vftable'		1	live-tables.md
0x00b44b70	PUB	+0	1	const GoodType::`vftable'{for `Type'}		1	live-tables.md
0x00b452bc	PUB	+0	1	const ItemType::`vftable'{for `Type'}		1	live-tables.md
0x00b45448	PUB	+0	1	"Pathfinding"		1	pathfinding.md
0x00b45458	PUB	+0	1	const PathFinderOut::`vftable'		1	pathfinding.md
0x00b4546c	PUB	+0	1	const PathFinder::`vftable'		1	pathfinding.md
0x00b4547c	PUB	+0	1	const PathFinder::`vbtable'		1	pathfinding.md
0x00b4a12c	PUB	+0	1	const MoveOrder::`vftable'		1	pathfinding.md
0x00b5419c	PUB	+0	1	const BorderSpline::`vftable'		1	economy.md
0x00b557cc	PUB	+0	1	const SplineOut::`vftable'		1	economy.md
0x00b66858	PUB	+0	1	L"netsys.cpp"		1	replay-io.md
0x00b67f24	PUB	+0	1	"zlib error"		1	replay-io.md
0x00b69430	PUB	+0	1	__real@3b800000		1	economy.md
0x00b696ac	PUB	+0	1	__real@42c80000		1	economy.md
0x00b69a30	PUB	+0	1	__xmm@0000021c000000640000006400000037		6	pathfinding.md,provenance-ledger.md
0x00b69a60	PUB	+0	1	__xmm@000002580000003c000000c8000000f0		6	pathfinding.md,provenance-ledger.md
0x00b74364	PUB	+0	1	const GameLog::`RTTI Complete Object Locator'		1	economy.md
0x00b7b9d4	PUB	+0	1	PathFinder::`RTTI Base Class Array'		1	pathfinding.md
0x00b7b9f4	PUB	+0	1	PathFinderOut::`RTTI Base Class Array'		1	pathfinding.md
0x00b7bab8	PUB	+0	1	const PathFinderOut::`RTTI Complete Object Locator'		1	pathfinding.md
0x00b7bacc	PUB	+0	1	const PathFinder::`RTTI Complete Object Locator'		1	pathfinding.md
0x00c06000	PUB	+0	1	_m_rgDLLMap		2	live-tables.md,replay-io.md
0x00c0617c	PUB	+0	1	public: static class ConquestGame &GameAccess::conquest_game		1	rng.md
0x00c06184	PUB	+0	1	public: static class Random &GameAccess::game_random		19	README-LLM.md,pathfinding.md,pdb-types.md,provenance-ledger.md,replay-io.md,rng.md
0x00c06188	PUB	+0	1	public: static class World &GameAccess::world		7	checksum.md,pathfinding.md,replay-checksum.md,replay-io.md,rng.md
0x00c0618c	PUB	+0	1	public: static class Objects &GameAccess::objects		6	checksum.md,provenance-ledger.md,replay-checksum.md
0x00c061c0	PUB	+0	1	public: static int &GameAccess::ai_speed		1	economy.md
0x00c061d0	PUB	+0	1	public: static class World const &GameAccessConst::worldc		3	damage-port.md,pathfinding.md
0x00c061d4	PUB	+0	1	public: static class Cities const &GameAccessConst::citiesc		1	damage-port.md
0x00c061e0	PUB	+0	1	public: static class Leaders const &GameAccessConst::leadersc		3	combat.md,damage-port.md,economy.md
0x00c061e4	PUB	+0	1	public: static class Constants const &GameAccessConst::constantsc		11	AUDIT.md,README-LLM.md,combat.md,damage-port.md,economy.md,pdb-types.md,provenance-ledger.md,replay-checksum.md
0x00c061e8	PUB	+0	1	public: static class Game const &GameAccessConst::gamec		3	combat.md,damage-port.md
0x00c061ec	PUB	+0	1	public: static class Game &GameAccess::game		21	AUDIT-replay.md,checksum.md,combat.md,economy.md,provenance-ledger.md,replay-checksum.md,replay-stream.md,rng.md,sim-economy.md
0x00c061f0	PUB	+0	1	public: static class Constants &GameAccess::constants		14	AUDIT.md,README-LLM.md,combat.md,economy.md,pdb-types.md,provenance-ledger.md
0x00c06200	PUB	+0	1	public: static class Camera &MiscAccess::camera		1	replay-stream.md
0x00c06210	PUB	+0	1	public: static class Console &MiscAccess::console		1	replay-checksum.md
0x00c06218	PUB	+0	1	public: static class Terrain &MiscAccess::terrain		1	pathfinding.md
0x00c06370	PUB	+0	1	public: static int String::output_char_buffer_length		3	checksum.md,provenance-ledger.md,replay-checksum.md
0x00c06378	PUB	+0	1	class StringTable *int_str_array		6	README-LLM.md,binary-ground-truth.md,economy.md,provenance-ledger.md
0x00c06664	PUB	+0	1	wchar_t const *LOBBY_DATA_KEY_DESYNC_UPLOADS_WANTED		3	checksum.md,replay-checksum.md
0x00c06668	PUB	+0	1	wchar_t const *LOBBY_DATA_KEY_DESYNC_DIAGNOSTICS_FRAME_HISTORY_SIZE		1	replay-checksum.md
0x00c0666c	PUB	+0	1	wchar_t const *LOBBY_DATA_KEY_DESYNC_DIAGNOSTICS_TRACKING_ENABLED		1	replay-checksum.md
0x00c06670	PUB	+0	1	wchar_t const *LOBBY_DATA_KEY_SKIP_COUNTDOWN		1	replay-checksum.md
0x00c06674	PUB	+0	1	wchar_t const *LOBBY_DATA_KEY_DESYNC_DIAGNOSTICS_CHECK_DESYNCS_EVERY_X_FRAMES		2	checksum.md,replay-checksum.md
0x00c068d0	PUB	+28	1	public: static int IncrementalLoad::read_increment		1	pdb-types.md
0x00c06afc	NEAR	+584	1	public: static int IncrementalLoad::read_increment		18	AUDIT.md,README-LLM.md,combat.md,damage-port.md,live-tables.md,pdb-types.md,provenance-ledger.md,replay-stream.md
0x00c07340	NEAR	+2700	1	public: static int IncrementalLoad::read_increment		1	replay-io.md
0x00c07380	NEAR	+2764	1	public: static int IncrementalLoad::read_increment		1	replay-io.md
0x00c07388	NEAR	+2772	1	public: static int IncrementalLoad::read_increment		1	replay-io.md
0x00c07ac0	NONE	+0	0			1	AUDIT.md
0x00c07ad0	NONE	+0	0			2	combat.md,pdb-types.md
0x00c096e4	PUB	+0	1	class PtrArray<class GoodType> goodtypes		3	live-tables.md,provenance-ledger.md
0x00c097e8	PUB	+0	1	class World world		1	rng.md
0x00c0a264	PUB	+0	1	class PtrArray<class UnitType> unittypes		3	live-tables.md,provenance-ledger.md
0x00c0aa90	PUB	+0	1	class PtrArray<class BuildType> buildtypes		3	live-tables.md,provenance-ledger.md
0x00c0aaac	PUB	+0	1	class PtrArray<class TechType> techtypes		2	live-tables.md,provenance-ledger.md
0x00c0aac8	PUB	+0	1	class PtrArray<class ItemType> itemtypes		2	live-tables.md,provenance-ledger.md
0x00c0aae4	PUB	+0	1	class PtrArray<class ObjectType> objecttypes		2	live-tables.md,provenance-ledger.md
0x00c0ab00	PUB	+0	1	class PtrArray<class SpellType> spelltypes		2	live-tables.md,provenance-ledger.md
0x00c0ab1c	PUB	+0	1	class PtrArray<class BonusType> bonustypes		2	live-tables.md,provenance-ledger.md
0x00c0ab38	PUB	+0	1	class PtrArray<class GovType> govtypes		2	live-tables.md,provenance-ledger.md
0x00c0ab54	PUB	+0	1	class PtrArray<struct TypeBak> typesbak		2	live-tables.md,provenance-ledger.md
0x00c0ab84	PUB	+20	1	class Objects objects		5	combat.md,damage-port.md,provenance-ledger.md
0x00c0aec0	PUB	+16	1	class Units units		6	combat.md,damage-port.md,provenance-ledger.md
0x00c12b70	PUB	+0	1	struct LoadGame load_game		1	replay-io.md
0x00c12bf0	PUB	+0	1	class Balance combat_table		1	README-LLM.md
0x00c12bf2	PUB	+2	1	class Balance combat_table		1	live-tables.md
0x00c12bf4	PUB	+4	1	class Balance combat_table		11	README-LLM.md,live-tables.md,provenance-ledger.md
0x00c7d06e	NONE	+0	0			2	AUDIT.md,combat.md
0x00c7d5ce	NONE	+0	0			1	AUDIT.md
0x00c896c6	NONE	+0	0			4	live-tables.md,provenance-ledger.md
0x00c896c8	PUB	+0	1	class ObjectArray<class String> doober_names		1	live-tables.md
0x00c8be38	PUB	+0	1	public: static class Fractal TerrainData::random_frac		1	rng.md
0x00c8da70	PUB	+0	1	public: static class Stack<class PathNode *> Recycler<class PathNode>::temp_pool		2	pathfinding.md
0x00c8da74	PUB	+4	1	public: static class Stack<class PathNode *> Recycler<class PathNode>::temp_pool		1	pathfinding.md
0x00c8da78	PUB	+8	1	public: static class Stack<class PathNode *> Recycler<class PathNode>::temp_pool		1	pathfinding.md
0x00c8da7c	PUB	+12	1	public: static class Stack<class PathNode *> Recycler<class PathNode>::temp_pool		1	pathfinding.md
0x00c93854	PUB	+0	1	class GameLog `RTTI Type Descriptor'		1	economy.md
0x00c9425c	PUB	+8	1	class ObjectArray<struct RandomLogEntry> `RTTI Type Descriptor'		2	checksum.md
0x00c952e0	PUB	+0	1	struct DataWalk `RTTI Type Descriptor'		3	checksum.md
0x00c95884	PUB	+0	1	class SyncDisplay `RTTI Type Descriptor'		1	checksum.md
0x00c96814	PUB	+0	1	struct CheckSum `RTTI Type Descriptor'		2	checksum.md
0x00c98504	PUB	+0	1	class PathFinderOut `RTTI Type Descriptor'		1	pathfinding.md
0x00c98520	PUB	+0	1	class PathFinderData `RTTI Type Descriptor'		1	pathfinding.md
0x00c98540	PUB	+0	1	class PathFinder `RTTI Type Descriptor'		1	pathfinding.md
0x00c9bc00	PUB	+8	1	class BorderSpline `RTTI Type Descriptor'		1	economy.md
0x00cae5fc	PUB	+0	1	int *div_3_table		7	damage-port.md,pathfinding.md,provenance-ledger.md
0x00cbe54c	PUB	+0	1	float land_height		1	pathfinding.md
0x00cbee88	PUB	+0	1	public: static unsigned char *CommandPackage::last_num_received		1	replay-stream.md
0x00cbee90	PUB	+0	1	public: static unsigned long *CommandPackage::checksums		6	replay-checksum.md,replay-stream.md
0x00cbeeb0	PUB	+0	1	public: static short (*CommandPackage::last_objects_received)[128]		1	replay-stream.md
0x00d60000	NONE	+0	0			4	live-tables.md,provenance-ledger.md
0x00e37a8c	PUB	+0	1	class Random game_random		15	README-LLM.md,provenance-ledger.md,replay-io.md,rng.md
0x00e3a2a0	PUB	+16	1	class Caravans caravans		3	pathfinding.md
0x00e3a390	PUB	+0	1	class Leaders leaders		2	checksum.md
0x00e3a39c	PUB	+12	1	class Leaders leaders		1	replay-io.md
0x00e71af0	NONE	+0	0			2	checksum.md
0x00e789dc	NONE	+0	0			1	checksum.md
0x00e7fc94	PUB	+0	1	struct Version current_version		1	pdb-types.md
0x00e85dc8	PUB	+0	1	class Types types		1	live-tables.md
0x00e85dcc	PUB	+4	1	class Types types		1	live-tables.md
0x00e85ddc	PUB	+20	1	class Types types		2	damage-port.md,live-tables.md
0x00e85e40	PUB	+0	1	class PathFinder pathfinder		3	pathfinding.md
0x00e85e80	NEAR	+64	1	class PathFinder pathfinder		3	pathfinding.md
0x00e85e84	NEAR	+68	1	class PathFinder pathfinder		1	pathfinding.md
0x00e85e88	NEAR	+72	1	class PathFinder pathfinder		1	pathfinding.md
0x00e85ecc	NEAR	+140	1	class PathFinder pathfinder		1	pathfinding.md
0x00e85ee0	NEAR	+160	1	class PathFinder pathfinder		4	pathfinding.md
0x00e85ee4	NEAR	+164	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85ee8	NEAR	+168	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85eec	NEAR	+172	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85ef0	NEAR	+176	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85ef4	NEAR	+180	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85ef8	NEAR	+184	1	class PathFinder pathfinder		2	pathfinding.md
